id_usuario,latitude_produtor,longitude_produtor,nota,tipo
739,-15.918237147468776,-48.152998269411306,10,Real
10,-15.888273196213543,-48.167924297823035,8,Real
981,-15.888273196213543,-48.167924297823035,3,Real
377,-16.005180112461105,-48.02607959556015,3,Real
944,-16.005180112461105,-48.02607959556015,6,Real
693,-15.62779297528241,-48.174758288040636,3,Real
755,-15.818309446012448,-47.92109802601978,5,Real
122,-15.867929822620473,-48.18893076946422,9,Real
331,-15.784649282288255,-47.66375932263911,8,Real
6,-15.815543074509781,-47.98757000084461,4,Real
959,-15.96438995541584,-48.16554953272398,6,Real
587,-15.683422573154997,-48.17119961212521,5,Real
90,-15.960984898708181,-48.11559622169974,5,Real
63,-15.970282672946103,-48.202978080533384,8,Real
739,-15.955531421279407,-47.93264305083946,8,Real
409,-15.834538486791782,-48.18555947267396,5,Real
774,-15.96438995541584,-48.16554953272398,6,Real
218,-15.807068838177504,-47.93713797326396,9,Real
819,-15.834538486791782,-48.18555947267396,4,Real
456,-15.760201790322142,-47.68140802829809,8,Real
911,-15.891105816817026,-47.97583200232041,3,Real
706,-15.789305179965645,-48.213228904466675,5,Real
234,-15.784649282288255,-47.66375932263911,9,Real
51,-15.413159337375612,-47.61419280854606,3,Real
887,-15.680229711329549,-48.19129696202176,10,Real
830,-15.867811159057172,-48.23501079018999,4,Real
255,-15.918237147468776,-48.152998269411306,9,Real
524,-16.005180112461105,-48.02607959556015,6,Real
145,-15.867929822620473,-48.18893076946422,7,Real
1000,-15.791218667949416,-47.88771366236689,5,Real
788,-15.918237147468776,-48.152998269411306,8,Real
411,-16.005180112461105,-48.02607959556015,4,Real
377,-15.62779297528241,-48.174758288040636,3,Real
76,-15.784649282288255,-47.66375932263911,10,Real
756,-15.834538486791782,-48.18555947267396,6,Real
534,-15.807068838177504,-47.93713797326396,6,Real
650,-15.96778843226439,-47.797184580201986,8,Real
666,-15.94019852371591,-48.10575213416886,9,Real
94,-15.794457042884106,-48.24443154256446,10,Real
983,-15.480836250049698,-47.63352713148677,8,Real
862,-15.480836250049698,-47.63352713148677,5,Real
926,-15.480836250049698,-47.63352713148677,5,Real
846,-15.79198604775903,-48.073220609634184,9,Real
466,-15.739492578308576,-47.64160937907283,3,Real
379,-15.807068838177504,-47.93713797326396,5,Real
9,-16.010895763907747,-48.19137553141773,5,Real
399,-16.022445866016103,-47.97128780260604,4,Real
128,-15.680229711329549,-48.19129696202176,10,Real
981,-15.834538486791782,-48.18555947267396,4,Real
283,-15.967185379868843,-47.74443051233905,10,Real
625,-15.834538486791782,-48.18555947267396,4,Real
154,-16.022445866016103,-47.97128780260604,4,Real
210,-15.908095038243532,-48.14236215194033,7,Real
755,-15.784649282288255,-47.66375932263911,3,Real
663,-15.807068838177504,-47.93713797326396,7,Real
491,-15.784649282288255,-47.66375932263911,5,Real
637,-15.480836250049698,-47.63352713148677,5,Real
651,-15.680229711329549,-48.19129696202176,10,Real
181,-15.791218667949416,-47.88771366236689,4,Real
334,-15.62779297528241,-48.174758288040636,4,Real
990,-15.834538486791782,-48.18555947267396,7,Real
926,-15.789305179965645,-48.213228904466675,8,Real
492,-16.022445866016103,-47.97128780260604,4,Real
49,-15.970282672946103,-48.202978080533384,10,Real
216,-15.784649282288255,-47.66375932263911,8,Real
82,-15.908095038243532,-48.14236215194033,9,Real
7,-15.784649282288255,-47.66375932263911,8,Real
727,-15.845077432467845,-48.09006298752325,9,Real
390,-15.970282672946103,-48.202978080533384,4,Real
910,-15.413159337375612,-47.61419280854606,8,Real
797,-15.908095038243532,-48.14236215194033,9,Real
217,-15.794457042884106,-48.24443154256446,10,Real
35,-15.815543074509781,-47.98757000084461,9,Real
595,-15.918237147468776,-48.152998269411306,3,Real
928,-15.815543074509781,-47.98757000084461,5,Real
63,-15.480836250049698,-47.63352713148677,3,Real
321,-15.845077432467845,-48.09006298752325,4,Real
152,-15.680229711329549,-48.19129696202176,9,Real
328,-15.94019852371591,-48.10575213416886,7,Real
295,-15.967185379868843,-47.74443051233905,8,Real
245,-15.760201790322142,-47.68140802829809,9,Real
131,-15.970282672946103,-48.202978080533384,4,Real
463,-16.022445866016103,-47.97128780260604,4,Real
511,-15.62779297528241,-48.174758288040636,10,Real
53,-15.683422573154997,-48.17119961212521,3,Real
718,-16.030156516084975,-48.03290949574748,5,Real
287,-15.955531421279407,-47.93264305083946,4,Real
572,-15.562076877111464,-47.83444173384607,10,Real
959,-15.808592558336688,-47.919566856022335,6,Real
823,-15.480836250049698,-47.63352713148677,4,Real
219,-15.739492578308576,-47.64160937907283,4,Real
973,-15.96438995541584,-48.16554953272398,4,Real
230,-16.005180112461105,-48.02607959556015,8,Real
13,-15.62779297528241,-48.174758288040636,3,Real
167,-15.791218667949416,-47.88771366236689,5,Real
440,-15.908095038243532,-48.14236215194033,6,Real
443,-16.022445866016103,-47.97128780260604,9,Real
120,-15.784649282288255,-47.66375932263911,3,Real
210,-15.908095038243532,-48.14236215194033,10,Real
651,-15.784649282288255,-47.66375932263911,9,Real
314,-15.562076877111464,-47.83444173384607,10,Real
554,-15.955531421279407,-47.93264305083946,9,Real
841,-15.967185379868843,-47.74443051233905,3,Real
931,-15.760201790322142,-47.68140802829809,9,Real
254,-15.413159337375612,-47.61419280854606,8,Real
827,-15.413159337375612,-47.61419280854606,6,Real
368,-15.96778843226439,-47.797184580201986,5,Real
900,-15.815543074509781,-47.98757000084461,5,Real
225,-15.867811159057172,-48.23501079018999,6,Real
467,-15.970282672946103,-48.202978080533384,4,Real
503,-15.967185379868843,-47.74443051233905,8,Real
816,-15.960984898708181,-48.11559622169974,8,Real
821,-15.739492578308576,-47.64160937907283,6,Real
168,-15.79198604775903,-48.073220609634184,4,Real
652,-15.960984898708181,-48.11559622169974,9,Real
500,-15.867929822620473,-48.18893076946422,6,Real
798,-15.562076877111464,-47.83444173384607,6,Real
867,-15.818309446012448,-47.92109802601978,9,Real
352,-15.94019852371591,-48.10575213416886,9,Real
184,-15.79198604775903,-48.073220609634184,8,Real
763,-16.005180112461105,-48.02607959556015,6,Real
945,-15.818309446012448,-47.92109802601978,10,Real
640,-15.808592558336688,-47.919566856022335,6,Real
991,-15.62779297528241,-48.174758288040636,5,Real
55,-15.96778843226439,-47.797184580201986,9,Real
679,-15.96438995541584,-48.16554953272398,10,Real
385,-16.022445866016103,-47.97128780260604,9,Real
635,-16.02210635940884,-47.986225204278774,4,Real
762,-15.62779297528241,-48.174758288040636,8,Real
635,-15.794457042884106,-48.24443154256446,8,Real
839,-15.867929822620473,-48.18893076946422,6,Real
269,-15.683422573154997,-48.17119961212521,3,Real
259,-15.789305179965645,-48.213228904466675,8,Real
437,-15.794457042884106,-48.24443154256446,8,Real
454,-15.845077432467845,-48.09006298752325,8,Real
133,-16.005180112461105,-48.02607959556015,4,Real
423,-15.794457042884106,-48.24443154256446,10,Real
813,-15.491909318522744,-47.5947999585635,3,Real
163,-16.02210635940884,-47.986225204278774,7,Real
821,-16.030156516084975,-48.03290949574748,4,Real
9,-15.789305179965645,-48.213228904466675,7,Real
872,-15.680229711329549,-48.19129696202176,9,Real
160,-15.79198604775903,-48.073220609634184,10,Real
283,-15.845077432467845,-48.09006298752325,8,Real
248,-15.784649282288255,-47.66375932263911,7,Real
371,-15.760201790322142,-47.68140802829809,10,Real
212,-16.030156516084975,-48.03290949574748,9,Real
715,-15.96438995541584,-48.16554953272398,10,Real
891,-15.680229711329549,-48.19129696202176,4,Real
588,-15.834538486791782,-48.18555947267396,6,Real
742,-15.845077432467845,-48.09006298752325,10,Real
972,-15.491909318522744,-47.5947999585635,8,Real
383,-16.030156516084975,-48.03290949574748,10,Real
759,-15.62779297528241,-48.174758288040636,10,Real
200,-15.79198604775903,-48.073220609634184,5,Real
528,-15.970282672946103,-48.202978080533384,5,Real
124,-15.62779297528241,-48.174758288040636,4,Real
659,-15.739492578308576,-47.64160937907283,8,Real
788,-15.760201790322142,-47.68140802829809,5,Real
732,-15.970282672946103,-48.202978080533384,6,Real
223,-15.808592558336688,-47.919566856022335,4,Real
266,-15.789305179965645,-48.213228904466675,5,Real
19,-15.480836250049698,-47.63352713148677,6,Real
59,-15.680229711329549,-48.19129696202176,7,Real
802,-15.562076877111464,-47.83444173384607,4,Real
342,-16.022445866016103,-47.97128780260604,5,Real
988,-16.030156516084975,-48.03290949574748,7,Real
860,-15.739492578308576,-47.64160937907283,9,Real
130,-16.030156516084975,-48.03290949574748,3,Real
516,-15.881515588082818,-48.14501797943107,7,Real
594,-15.908095038243532,-48.14236215194033,8,Real
267,-15.96438995541584,-48.16554953272398,6,Real
911,-15.807068838177504,-47.93713797326396,7,Real
476,-15.888273196213543,-48.167924297823035,5,Real
508,-15.680229711329549,-48.19129696202176,3,Real
104,-15.808592558336688,-47.919566856022335,9,Real
922,-15.955531421279407,-47.93264305083946,7,Real
286,-16.022445866016103,-47.97128780260604,7,Real
737,-15.789305179965645,-48.213228904466675,6,Real
93,-15.970282672946103,-48.202978080533384,4,Real
910,-15.970282672946103,-48.202978080533384,8,Real
3,-15.62779297528241,-48.174758288040636,6,Real
10,-15.967185379868843,-47.74443051233905,9,Real
571,-15.967185379868843,-47.74443051233905,5,Real
548,-16.030156516084975,-48.03290949574748,3,Real
415,-15.807068838177504,-47.93713797326396,4,Real
616,-15.818309446012448,-47.92109802601978,3,Real
250,-16.02210635940884,-47.986225204278774,4,Real
702,-15.480836250049698,-47.63352713148677,7,Real
911,-15.760201790322142,-47.68140802829809,8,Real
786,-15.784649282288255,-47.66375932263911,6,Real
308,-15.680229711329549,-48.19129696202176,8,Real
917,-16.005180112461105,-48.02607959556015,7,Real
787,-15.683422573154997,-48.17119961212521,10,Real
15,-15.867811159057172,-48.23501079018999,7,Real
15,-15.96438995541584,-48.16554953272398,4,Real
423,-15.867929822620473,-48.18893076946422,7,Real
771,-15.845077432467845,-48.09006298752325,9,Real
467,-16.005180112461105,-48.02607959556015,6,Real
739,-16.010895763907747,-48.19137553141773,3,Real
437,-15.908095038243532,-48.14236215194033,5,Real
213,-16.010895763907747,-48.19137553141773,3,Real
901,-15.807068838177504,-47.93713797326396,4,Real
612,-15.891105816817026,-47.97583200232041,5,Real
699,-15.881515588082818,-48.14501797943107,7,Real
227,-15.683422573154997,-48.17119961212521,4,Real
988,-16.030156516084975,-48.03290949574748,5,Real
366,-15.791218667949416,-47.88771366236689,6,Real
366,-15.955531421279407,-47.93264305083946,3,Real
223,-15.739492578308576,-47.64160937907283,9,Real
72,-15.683422573154997,-48.17119961212521,8,Real
388,-15.680229711329549,-48.19129696202176,6,Real
426,-15.562076877111464,-47.83444173384607,5,Real
564,-15.480836250049698,-47.63352713148677,5,Real
398,-15.79198604775903,-48.073220609634184,4,Real
566,-15.791218667949416,-47.88771366236689,3,Real
535,-15.908095038243532,-48.14236215194033,9,Real
788,-15.881515588082818,-48.14501797943107,9,Real
252,-15.683422573154997,-48.17119961212521,6,Real
343,-16.005180112461105,-48.02607959556015,9,Real
271,-15.760201790322142,-47.68140802829809,4,Real
1000,-15.867929822620473,-48.18893076946422,9,Real
639,-15.96778843226439,-47.797184580201986,10,Real
354,-15.491909318522744,-47.5947999585635,8,Real
50,-15.760201790322142,-47.68140802829809,6,Real
304,-15.888273196213543,-48.167924297823035,8,Real
500,-15.845077432467845,-48.09006298752325,4,Real
300,-15.683422573154997,-48.17119961212521,10,Real
857,-15.908095038243532,-48.14236215194033,7,Real
110,-16.010895763907747,-48.19137553141773,6,Real
75,-15.94019852371591,-48.10575213416886,8,Real
349,-15.808592558336688,-47.919566856022335,9,Real
909,-15.784649282288255,-47.66375932263911,8,Real
721,-15.94019852371591,-48.10575213416886,5,Real
267,-15.960984898708181,-48.11559622169974,4,Real
725,-15.739492578308576,-47.64160937907283,10,Real
676,-16.010895763907747,-48.19137553141773,8,Real
772,-15.834538486791782,-48.18555947267396,7,Real
693,-15.967185379868843,-47.74443051233905,10,Real
686,-15.760201790322142,-47.68140802829809,4,Real
526,-15.79198604775903,-48.073220609634184,3,Real
612,-15.918237147468776,-48.152998269411306,6,Real
91,-16.010895763907747,-48.19137553141773,9,Real
636,-15.867929822620473,-48.18893076946422,9,Real
872,-15.918237147468776,-48.152998269411306,3,Real
766,-15.967185379868843,-47.74443051233905,10,Real
921,-15.739492578308576,-47.64160937907283,9,Real
985,-15.562076877111464,-47.83444173384607,7,Real
974,-15.908095038243532,-48.14236215194033,10,Real
68,-15.680229711329549,-48.19129696202176,3,Real
893,-15.867929822620473,-48.18893076946422,6,Real
98,-15.807068838177504,-47.93713797326396,4,Real
328,-15.867929822620473,-48.18893076946422,8,Real
475,-16.02210635940884,-47.986225204278774,9,Real
807,-15.96778843226439,-47.797184580201986,10,Real
381,-15.791218667949416,-47.88771366236689,9,Real
434,-15.967185379868843,-47.74443051233905,6,Real
600,-15.815543074509781,-47.98757000084461,5,Real
458,-15.881515588082818,-48.14501797943107,8,Real
527,-15.807068838177504,-47.93713797326396,10,Real
341,-15.491909318522744,-47.5947999585635,6,Real
344,-15.413159337375612,-47.61419280854606,3,Real
661,-15.739492578308576,-47.64160937907283,7,Real
520,-16.022445866016103,-47.97128780260604,3,Real
983,-15.834538486791782,-48.18555947267396,3,Real
794,-15.834538486791782,-48.18555947267396,10,Real
759,-15.807068838177504,-47.93713797326396,8,Real
618,-15.881515588082818,-48.14501797943107,8,Real
433,-15.960984898708181,-48.11559622169974,5,Real
618,-15.683422573154997,-48.17119961212521,10,Real
61,-15.96438995541584,-48.16554953272398,4,Real
400,-15.562076877111464,-47.83444173384607,10,Real
549,-15.789305179965645,-48.213228904466675,4,Real
114,-15.413159337375612,-47.61419280854606,9,Real
839,-15.867811159057172,-48.23501079018999,9,Real
115,-15.881515588082818,-48.14501797943107,6,Real
818,-15.960984898708181,-48.11559622169974,3,Real
450,-15.955531421279407,-47.93264305083946,10,Real
603,-15.815543074509781,-47.98757000084461,3,Real
197,-15.818309446012448,-47.92109802601978,6,Real
977,-15.96438995541584,-48.16554953272398,6,Real
802,-15.562076877111464,-47.83444173384607,3,Real
152,-16.010895763907747,-48.19137553141773,3,Real
310,-15.818309446012448,-47.92109802601978,8,Real
319,-15.683422573154997,-48.17119961212521,9,Real
361,-15.867811159057172,-48.23501079018999,5,Real
803,-15.480836250049698,-47.63352713148677,6,Real
929,-15.62779297528241,-48.174758288040636,4,Real
31,-15.96438995541584,-48.16554953272398,10,Real
295,-15.815543074509781,-47.98757000084461,7,Real
801,-15.739492578308576,-47.64160937907283,4,Real
639,-16.005180112461105,-48.02607959556015,8,Real
241,-15.683422573154997,-48.17119961212521,5,Real
70,-15.888273196213543,-48.167924297823035,9,Real
220,-15.818309446012448,-47.92109802601978,9,Real
701,-15.739492578308576,-47.64160937907283,10,Real
621,-15.970282672946103,-48.202978080533384,6,Real
329,-16.02210635940884,-47.986225204278774,10,Real
634,-15.881515588082818,-48.14501797943107,7,Real
887,-15.867929822620473,-48.18893076946422,5,Real
428,-15.807068838177504,-47.93713797326396,9,Real
782,-15.867929822620473,-48.18893076946422,6,Real
891,-15.867811159057172,-48.23501079018999,10,Real
686,-15.739492578308576,-47.64160937907283,5,Real
201,-16.02210635940884,-47.986225204278774,7,Real
256,-16.010895763907747,-48.19137553141773,10,Real
416,-16.022445866016103,-47.97128780260604,6,Real
35,-15.955531421279407,-47.93264305083946,3,Real
514,-15.970282672946103,-48.202978080533384,8,Real
171,-16.005180112461105,-48.02607959556015,4,Real
810,-15.760201790322142,-47.68140802829809,7,Real
492,-15.96778843226439,-47.797184580201986,10,Real
445,-15.967185379868843,-47.74443051233905,7,Real
666,-16.02210635940884,-47.986225204278774,5,Real
455,-15.834538486791782,-48.18555947267396,5,Real
821,-15.94019852371591,-48.10575213416886,9,Real
54,-15.918237147468776,-48.152998269411306,3,Real
596,-15.794457042884106,-48.24443154256446,10,Real
335,-15.94019852371591,-48.10575213416886,7,Real
278,-15.891105816817026,-47.97583200232041,5,Real
970,-15.562076877111464,-47.83444173384607,7,Real
762,-15.562076877111464,-47.83444173384607,9,Real
29,-15.96778843226439,-47.797184580201986,7,Real
670,-16.022445866016103,-47.97128780260604,9,Real
847,-15.480836250049698,-47.63352713148677,8,Real
786,-15.739492578308576,-47.64160937907283,3,Real
628,-15.791218667949416,-47.88771366236689,3,Real
62,-15.683422573154997,-48.17119961212521,7,Real
828,-15.807068838177504,-47.93713797326396,8,Real
168,-15.891105816817026,-47.97583200232041,4,Real
118,-15.867811159057172,-48.23501079018999,6,Real
883,-15.918237147468776,-48.152998269411306,9,Real
396,-15.62779297528241,-48.174758288040636,3,Real
943,-16.005180112461105,-48.02607959556015,3,Real
955,-15.683422573154997,-48.17119961212521,6,Real
87,-15.960984898708181,-48.11559622169974,5,Real
388,-15.807068838177504,-47.93713797326396,6,Real
344,-15.967185379868843,-47.74443051233905,8,Real
287,-15.683422573154997,-48.17119961212521,8,Real
435,-15.918237147468776,-48.152998269411306,9,Real
777,-16.030156516084975,-48.03290949574748,10,Real
367,-15.562076877111464,-47.83444173384607,6,Real
929,-15.62779297528241,-48.174758288040636,5,Real
649,-15.918237147468776,-48.152998269411306,6,Real
88,-15.918237147468776,-48.152998269411306,7,Real
684,-15.79198604775903,-48.073220609634184,8,Real
337,-16.02210635940884,-47.986225204278774,5,Real
690,-15.960984898708181,-48.11559622169974,3,Real
776,-16.022445866016103,-47.97128780260604,8,Real
885,-15.791218667949416,-47.88771366236689,5,Real
992,-15.96438995541584,-48.16554953272398,8,Real
661,-15.94019852371591,-48.10575213416886,4,Real
640,-15.491909318522744,-47.5947999585635,4,Real
773,-15.480836250049698,-47.63352713148677,8,Real
968,-16.010895763907747,-48.19137553141773,4,Real
20,-15.96778843226439,-47.797184580201986,10,Real
84,-15.891105816817026,-47.97583200232041,6,Real
543,-15.413159337375612,-47.61419280854606,3,Real
376,-15.683422573154997,-48.17119961212521,5,Real
793,-15.891105816817026,-47.97583200232041,6,Real
583,-15.680229711329549,-48.19129696202176,8,Real
797,-15.918237147468776,-48.152998269411306,10,Real
772,-15.413159337375612,-47.61419280854606,7,Real
221,-15.808592558336688,-47.919566856022335,9,Real
125,-15.955531421279407,-47.93264305083946,3,Real
28,-15.955531421279407,-47.93264305083946,7,Real
924,-15.79198604775903,-48.073220609634184,7,Real
447,-16.022445866016103,-47.97128780260604,3,Real
754,-16.022445866016103,-47.97128780260604,6,Real
780,-15.960984898708181,-48.11559622169974,7,Real
493,-16.010895763907747,-48.19137553141773,5,Real
859,-15.789305179965645,-48.213228904466675,7,Real
465,-15.562076877111464,-47.83444173384607,4,Real
368,-15.789305179965645,-48.213228904466675,5,Real
833,-15.818309446012448,-47.92109802601978,8,Real
774,-15.79198604775903,-48.073220609634184,5,Real
302,-16.022445866016103,-47.97128780260604,8,Real
505,-15.760201790322142,-47.68140802829809,6,Real
814,-15.791218667949416,-47.88771366236689,3,Real
337,-15.818309446012448,-47.92109802601978,6,Real
774,-15.808592558336688,-47.919566856022335,7,Real
651,-15.680229711329549,-48.19129696202176,7,Real
910,-16.010895763907747,-48.19137553141773,3,Real
433,-15.955531421279407,-47.93264305083946,10,Real
580,-15.96778843226439,-47.797184580201986,4,Real
911,-15.96438995541584,-48.16554953272398,5,Real
169,-15.791218667949416,-47.88771366236689,6,Real
468,-16.010895763907747,-48.19137553141773,4,Real
220,-15.79198604775903,-48.073220609634184,5,Real
528,-15.867811159057172,-48.23501079018999,10,Real
380,-15.794457042884106,-48.24443154256446,6,Real
867,-15.867929822620473,-48.18893076946422,7,Real
917,-15.794457042884106,-48.24443154256446,8,Real
474,-15.815543074509781,-47.98757000084461,7,Real
589,-16.005180112461105,-48.02607959556015,8,Real
479,-16.02210635940884,-47.986225204278774,9,Real
272,-15.888273196213543,-48.167924297823035,7,Real
584,-15.881515588082818,-48.14501797943107,8,Real
813,-15.789305179965645,-48.213228904466675,3,Real
123,-15.960984898708181,-48.11559622169974,10,Real
500,-15.789305179965645,-48.213228904466675,10,Real
40,-15.908095038243532,-48.14236215194033,9,Real
231,-15.491909318522744,-47.5947999585635,3,Real
329,-15.96438995541584,-48.16554953272398,9,Real
890,-15.807068838177504,-47.93713797326396,10,Real
172,-15.791218667949416,-47.88771366236689,7,Real
998,-15.491909318522744,-47.5947999585635,9,Real
251,-15.789305179965645,-48.213228904466675,4,Real
990,-15.888273196213543,-48.167924297823035,6,Real
996,-15.834538486791782,-48.18555947267396,6,Real
792,-15.739492578308576,-47.64160937907283,9,Real
423,-16.02210635940884,-47.986225204278774,8,Real
380,-15.791218667949416,-47.88771366236689,8,Real
217,-15.967185379868843,-47.74443051233905,4,Real
496,-16.010895763907747,-48.19137553141773,5,Real
97,-15.794457042884106,-48.24443154256446,8,Real
983,-15.784649282288255,-47.66375932263911,5,Real
113,-15.960984898708181,-48.11559622169974,10,Real
965,-15.818309446012448,-47.92109802601978,9,Real
979,-15.815543074509781,-47.98757000084461,9,Real
417,-15.834538486791782,-48.18555947267396,8,Real
519,-15.967185379868843,-47.74443051233905,10,Real
717,-15.867929822620473,-48.18893076946422,4,Real
475,-15.955531421279407,-47.93264305083946,5,Real
932,-15.908095038243532,-48.14236215194033,9,Real
869,-15.888273196213543,-48.167924297823035,9,Real
338,-15.739492578308576,-47.64160937907283,5,Real
26,-15.794457042884106,-48.24443154256446,6,Real
828,-15.760201790322142,-47.68140802829809,10,Real
130,-15.867811159057172,-48.23501079018999,5,Real
304,-15.491909318522744,-47.5947999585635,7,Real
963,-15.680229711329549,-48.19129696202176,10,Real
541,-15.881515588082818,-48.14501797943107,3,Real
237,-15.480836250049698,-47.63352713148677,6,Real
59,-15.867811159057172,-48.23501079018999,7,Real
303,-15.784649282288255,-47.66375932263911,7,Real
428,-15.413159337375612,-47.61419280854606,10,Real
314,-15.789305179965645,-48.213228904466675,6,Real
775,-15.867811159057172,-48.23501079018999,6,Real
75,-15.881515588082818,-48.14501797943107,4,Real
514,-15.96438995541584,-48.16554953272398,10,Real
776,-15.970282672946103,-48.202978080533384,6,Real
348,-15.960984898708181,-48.11559622169974,5,Real
33,-15.79198604775903,-48.073220609634184,6,Real
300,-15.760201790322142,-47.68140802829809,6,Real
290,-16.005180112461105,-48.02607959556015,3,Real
282,-15.794457042884106,-48.24443154256446,9,Real
581,-15.888273196213543,-48.167924297823035,4,Real
593,-15.739492578308576,-47.64160937907283,8,Real
706,-15.888273196213543,-48.167924297823035,9,Real
873,-15.818309446012448,-47.92109802601978,10,Real
237,-15.815543074509781,-47.98757000084461,6,Real
384,-15.413159337375612,-47.61419280854606,9,Real
991,-15.739492578308576,-47.64160937907283,4,Real
502,-16.02210635940884,-47.986225204278774,9,Real
638,-15.808592558336688,-47.919566856022335,4,Real
919,-15.480836250049698,-47.63352713148677,6,Real
804,-15.760201790322142,-47.68140802829809,8,Real
603,-16.010895763907747,-48.19137553141773,4,Real
368,-15.683422573154997,-48.17119961212521,9,Real
342,-15.760201790322142,-47.68140802829809,5,Real
413,-15.480836250049698,-47.63352713148677,5,Real
928,-16.022445866016103,-47.97128780260604,10,Real
484,-15.818309446012448,-47.92109802601978,5,Real
683,-15.680229711329549,-48.19129696202176,5,Real
879,-16.030156516084975,-48.03290949574748,4,Real
514,-15.891105816817026,-47.97583200232041,4,Real
415,-15.818309446012448,-47.92109802601978,5,Real
287,-15.888273196213543,-48.167924297823035,9,Real
729,-15.881515588082818,-48.14501797943107,7,Real
994,-15.808592558336688,-47.919566856022335,8,Real
909,-15.881515588082818,-48.14501797943107,7,Real
113,-15.94019852371591,-48.10575213416886,3,Real
613,-15.834538486791782,-48.18555947267396,4,Real
144,-15.834538486791782,-48.18555947267396,8,Real
694,-15.480836250049698,-47.63352713148677,5,Real
431,-15.815543074509781,-47.98757000084461,4,Real
937,-15.960984898708181,-48.11559622169974,9,Real
63,-15.96438995541584,-48.16554953272398,3,Real
813,-16.02210635940884,-47.986225204278774,4,Real
787,-15.970282672946103,-48.202978080533384,3,Real
786,-15.808592558336688,-47.919566856022335,7,Real
495,-15.818309446012448,-47.92109802601978,7,Real
230,-15.413159337375612,-47.61419280854606,5,Real
353,-15.760201790322142,-47.68140802829809,5,Real
570,-15.79198604775903,-48.073220609634184,7,Real
981,-15.794457042884106,-48.24443154256446,8,Real
565,-15.96778843226439,-47.797184580201986,8,Real
46,-15.94019852371591,-48.10575213416886,4,Real
62,-16.022445866016103,-47.97128780260604,6,Real
38,-15.807068838177504,-47.93713797326396,6,Real
405,-15.784649282288255,-47.66375932263911,7,Real
201,-15.62779297528241,-48.174758288040636,9,Real
853,-15.79198604775903,-48.073220609634184,3,Real
498,-16.005180112461105,-48.02607959556015,9,Real
931,-15.794457042884106,-48.24443154256446,8,Real
986,-16.02210635940884,-47.986225204278774,3,Real
776,-15.94019852371591,-48.10575213416886,7,Real
9,-16.010895763907747,-48.19137553141773,8,Real
783,-15.96438995541584,-48.16554953272398,6,Real
32,-15.891105816817026,-47.97583200232041,5,Real
157,-15.888273196213543,-48.167924297823035,9,Real
203,-15.96438995541584,-48.16554953272398,9,Real
61,-15.680229711329549,-48.19129696202176,9,Real
463,-15.845077432467845,-48.09006298752325,8,Real
417,-15.845077432467845,-48.09006298752325,4,Real
252,-16.02210635940884,-47.986225204278774,5,Real
697,-15.760201790322142,-47.68140802829809,10,Real
541,-15.881515588082818,-48.14501797943107,10,Real
850,-15.683422573154997,-48.17119961212521,5,Real
293,-15.960984898708181,-48.11559622169974,8,Real
598,-15.96778843226439,-47.797184580201986,10,Real
892,-15.784649282288255,-47.66375932263911,8,Real
89,-15.867811159057172,-48.23501079018999,5,Real
503,-15.739492578308576,-47.64160937907283,3,Real
747,-15.960984898708181,-48.11559622169974,6,Real
817,-15.815543074509781,-47.98757000084461,6,Real
917,-15.491909318522744,-47.5947999585635,3,Real
469,-15.807068838177504,-47.93713797326396,6,Real
871,-15.815543074509781,-47.98757000084461,5,Real
572,-15.807068838177504,-47.93713797326396,7,Real
23,-15.970282672946103,-48.202978080533384,4,Real
65,-15.955531421279407,-47.93264305083946,10,Real
514,-15.955531421279407,-47.93264305083946,7,Real
92,-15.867929822620473,-48.18893076946422,9,Real
563,-15.683422573154997,-48.17119961212521,6,Real
86,-16.010895763907747,-48.19137553141773,3,Real
40,-15.683422573154997,-48.17119961212521,9,Real
674,-15.908095038243532,-48.14236215194033,4,Real
939,-15.789305179965645,-48.213228904466675,8,Real
698,-15.480836250049698,-47.63352713148677,6,Real
401,-15.794457042884106,-48.24443154256446,9,Real
477,-15.79198604775903,-48.073220609634184,9,Real
18,-16.030156516084975,-48.03290949574748,6,Real
209,-16.030156516084975,-48.03290949574748,5,Real
927,-16.030156516084975,-48.03290949574748,8,Real
251,-15.413159337375612,-47.61419280854606,4,Real
85,-15.967185379868843,-47.74443051233905,9,Real
914,-15.791218667949416,-47.88771366236689,5,Real
21,-15.888273196213543,-48.167924297823035,10,Real
51,-16.022445866016103,-47.97128780260604,8,Real
462,-15.881515588082818,-48.14501797943107,6,Real
878,-16.010895763907747,-48.19137553141773,10,Real
73,-16.030156516084975,-48.03290949574748,6,Real
495,-16.030156516084975,-48.03290949574748,4,Real
744,-15.79198604775903,-48.073220609634184,7,Real
725,-15.807068838177504,-47.93713797326396,9,Real
571,-15.784649282288255,-47.66375932263911,5,Real
490,-15.960984898708181,-48.11559622169974,9,Real
190,-15.79198604775903,-48.073220609634184,6,Real
254,-15.834538486791782,-48.18555947267396,6,Real
884,-15.867929822620473,-48.18893076946422,7,Real
112,-15.739492578308576,-47.64160937907283,3,Real
418,-15.867929822620473,-48.18893076946422,4,Real
182,-15.79198604775903,-48.073220609634184,6,Real
455,-15.918237147468776,-48.152998269411306,3,Real
206,-15.908095038243532,-48.14236215194033,6,Real
694,-15.888273196213543,-48.167924297823035,8,Real
